,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0006436,생활속의마케팅,01,교양선택,이원준,경영학과,800,783,개설,온라인(동영상콘텐츠),미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통,,,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,인터넷강좌,,,,일반영역,공통,,,,,,출석시험: 10/24(목) 18:20~18:40
67,0006436,생활속의마케팅,02,교양선택,이원준,경영학과,0,13,개설,온라인(동영상콘텐츠),미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통,,,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,인터넷강좌,,,,일반영역,공통,,,,,,조기취업학생만 수강
68,0006437,취업을위한자기PR,01,교양선택,김찬석,광고홍보학과,800,767,개설,온라인(동영상콘텐츠),미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통,,,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,인터넷강좌,,,,일반영역,공통,,,,,,출석시험: 10/22(화) 20:00~20:20
69,0006437,취업을위한자기PR,02,교양선택,김찬석,광고홍보학과,0,17,개설,온라인(동영상콘텐츠),미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통,,,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,인터넷강좌,,,,일반영역,공통,,,,,,조기취업학생만 수강
70,0006707,문화기호학,01,교양선택,김상태,국어교육과,40,0,폐지,오프라인,미리보기,,다운로드,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 42-304 ALC강의실:목(1,2)",2024-09-03,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,일반강의,,,,제1영역:문화와예술,공통,,,,,,(PBL교과목)
71,0007819,스마트한학습으로의여행,01,교양선택,최미나,교직과,800,748,개설,온라인(동영상콘텐츠),미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통,,,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,인터넷강좌,,,,일반영역,공통,,,,,,출석시험: 10/24(목) 19:10~19:30
72,0007819,스마트한학습으로의여행,02,교양선택,최미나,교직과,0,20,개설,온라인(동영상콘텐츠),미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통,,,2,2,0,학기,,,상대평가,상대기본(4080),○,이론,일반과목,인터넷강좌,,,,일반영역,공통,,,,,,조기취업학생만 수강
73,0008442,토익L/CⅠ,01,교양선택,함은경,교양학부,50,42,개설,오프라인,미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 20-421 첨단:월(6,7)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
74,0008442,토익L/CⅠ,02,교양선택,함은경,교양학부,50,38,개설,오프라인,미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 09-402 첨단:월(3,4)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
75,0008442,토익L/CⅠ,03,교양선택,함은경,교양학부,50,45,개설,오프라인,미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 20-421 첨단:수(6,7)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
76,0008442,토익L/CⅠ,04,교양선택,함은경,교양학부,50,46,개설,오프라인,미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 09-308 첨단:수(3,4)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
77,0008443,토익L/CⅡ,01,교양선택,신광인,교양학부,100,98,개설,오프라인,미리보기,,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 13-103 계단강의실:화(3,4)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 750점 목표)
78,0008444,토익R/CⅠ,01,교양선택,함은경,교양학부,50,50,개설,오프라인,미리보기,미리보기,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 20-421 첨단:월(8,9)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
79,0008444,토익R/CⅠ,02,교양선택,김미진,교양학부,50,45,개설,오프라인,미리보기,,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 09-316 첨단:수(7,8)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
80,0008444,토익R/CⅠ,03,교양선택,김집,교양학부,50,46,개설,오프라인,미리보기,,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 09-310 첨단:목(3,4)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
81,0008444,토익R/CⅠ,04,교양선택,김집,교양학부,40,23,개설,오프라인,미리보기,,,교양대학(강좌개설),교양학과(강좌개설),교양학과(강좌개설),공통," 20-230 첨단:월(4,5)",,2,2,0,학기,,,절대평가,,○,이론,일반과목,일반강의,,,,일반영역,공통,,,,,,(토익 500점 목표)
